3043	"Η γυναίκα που σε νοιάζεται σου λέει ""ΕΛΑ ΕΔΩ! ΠΩΣ ΕΙΣΑΙ ΘΕ ΜΟΥ ΕΤΣΙ;! ΠΩΩ ΠΩΩΩ.. ΚΑΤΣΕ ΚΑΤΩ ΝΑ ΣΟΥ ΒΓΑΛΩ ΤΑ ΦΡΥΔΙΑ!""."	0
8930	Μωρη Σουζάνα άχρηστη είσαι πάλι θα φύγεις δεν το έχεις #GNTMgr	1
2603	Τι γίνεται με τη Δικαιοσύνη; Είναι τόσο απασχολημένη που δεν βρίσκει το χρόνο να ανακοινώσει την πλήρη δικαίωση Σαμαρά και την κατάρευση της κυβερνητικής σκευωρίας για τη Novartis; Γρήγοροι στη λάσπη. Ιδιοτελώς αργοί στην παραδοχή της σκληρής γι αυτούς πραγματικότητας.	0
2287	Ρε ο μητροπουλος έχει βαφτεί πιο πολύ κι από τη Γωγω #shoppingstar	0
4253	Πες της Πάρις 115 ευρώ είπες; Μόλις εκλεγώ θα στο κλείσω το μαγαζάκι #shoppingstar	0
3953	@USER Αγόρι μου είσαι πάρα πάρα πολύ λίγος.Ψήφισε τον σκουρλετη. Δεν είσαι για τίποτα παραπάνω. Για να ζεις από κάνα επίδομα του κόμματος και τη σύνταξη της μάνας σου είσαι. Αν σε εκφράζει αυτό το αμόρφωτο σκουπίδι καλή σου νύχτα κι εσένα κ σε όλους τους κατοίκους του ΜΠΟΡΝΤΕΛΟΥ Ελλάδα	1
4425	@USER Εισαι για τα σκουπιδια	0
3950	38χρονων δεν τα κανουμε ετσι τα μαλλια ξυπνα δεν εισαι μπεμπα!#shoppingstar	1
4966	ΑΣΗΜΊΝΑ ΒΟΥΛΩΣΕ ΤΟ ΚΑΚΑΣΧΗΜΗ #gntmgr	1
9038	@USER Ρε δε γαμιουνται ας πουν ο.τι θελουν σεξουαλικη επιθεση ειναι	1
6568	Πως πάει έτσι η Σουζάνα ; #gntmgr	0
6744	Φοβούνται οι Φασίστες την αλήθεια Η #17νοεμβρη θα είναι μεγάλη μέρα φασίστες #φασιστας #μεταξας_φασιστας #μελιγαλας #νδχουντα #νδ_ξεφτιλες	0
6589	Η σουζανα εφερε την βοήθεια του κοινου..... #gntmgr	0
3272	7 αχρωμα - σόλο μέσα, κούπες απλές - με σκισανε. 7 καρα - σόλο μέσα. Γαμώ το ΠΑΣΟΚ, τους λέω, με γαμησατε ρε πουστηδοι! Το ΠΑΣΟΚ σου έδωσε να φας, μου λέει ο Μάκης. Τράβα γαμησου κι εσύ, θα ψηφίσω Κούλη, του λέω. Άφησα 30 ευρώ κι έφυγα.	1
10144	σοβαρά αυτό είναι το δωμάτιο; αλήθεια; #GNTMgr	0
7516	@USER Να καλυφθει τηλεοπτικα η Προανακριτικη για την #Novartis .... #κυβερνηση_Μητσοτακη #παρελαση #Βορίδη #gntmgr	0
9079	Οτι και να τους βαλετε στο στομα δεν θα καταλαβουν διαφορα #GNTMgr	1
8620	Μαρία σ´αγαπώ #GNTMgr	0
498	@USER Το ίδιο έκαναν πάντα οι Αρβύλα. Επίσης η σατυρα πρέπει εξ ορισμού να γίνεται κυρίως αν όχι αποκλειστικά στους κυβερνώντες. Όταν βγει κ ο Μητσοτάκης θα τον σκίζουν κ αυτόν να είσαι σίγουρη.	0
3301	@USER εγω μουνι το λεω αλλα οι περισσοτεροι απ'οσο ξερω λενε το μουνι μουνακι..	1
279	τελικά απ τους δημοσιογράφους στο #skai_xeftiles μονο η κανελη δεν κατεβαίνει ακόμη με τη #ΝΔ_ξεφτιλες	0
7994	Τον Αλέξις δεν θα τον σχολιάσουν; Τόσες πόζες πήρε ο γλυκούλης #gntmgr	0
1437	Τι αγχώνεται η Σπυριδούλα και ημιτελές να είναι το γλυκό 8/10 θα πάρει... #MasterChefGR #MasterChefGR_Xeftiles	0
4467	@USER .. Λαουρι πρωταθλητης σερι 3 χρονιες και βαγγελακη για παντα στο λιμανι ρε... Χωρις μπετ ρε; Τοσο απάνθρωπος εισαι;	0
7433	Kανονιστε μαλακες να μην στολισετε τα χριστουγεννα με δεντρα κ φατνες στις πλατειες για να κανετε τα γλυκα ματακια στα λαθρα κ στους αντιφαδες της πουτσας #κυβερνηση_Μητσοτακη	1
7160	@USER Αλλο προσφυγες,άλλο λιποτακτες και λαθρομεταναστες.Μην τα κανουμε ολα εναν αχταρμά.	0
9488	Εσεις τι λετε; χαχαχαχα! #kalomesimeraki #agapimenemouniko	0
9659	Νόρα μου η λάμπα σου λείπει για να ολοκληρωθεί η ανάκριση #erwtasmeta	0
1916	Η Μελίτη είναι ολοφάνερο πια ότι είναι εγγονή της Κάτιας, της παλιάς κακιάς Κάτιας #GynaikaXwrisOnoma	0
2268	"Η μονη περιπτωση να πει καποιος τη λεξη ΣΤΑΡ στο Γωγουλινι,ειναι οταν μιλαει αυτη για μοδα και της λεει:""ΣΤΑΡ-ΧΙΔΙ@ ΜΑΣ Γωγουλινι!"" #shoppingstar"	1
3219	Εντάξει! Πνίγηκα με την σόπι σταρ... #giatinparea	0
3335	γιατί ανοίγω κουβέντα για φεμινισμό σε γυναίκες που βλέπουν 16χρονες με σορτσάκια κ τις κρίνουν; #ταβορ	0
7678	@USER Μουνι τον έκανε τον καφέ	1
1347	@USER Εγώ πάλι θεωρώ ότι αυτό ισχύει και για τους άντρες... Για να μην γίνουμε και σεξιστές!	0
8086	πες τα ρε νονε.. #erwtasmeta	0
293	Πωλητρια:Επειδη δεν εχετε άλλα θα μου δωσετε 36 € #ShoppingStar	0
6831	μικρος και τριανταφυλλενιος #erwtasmeta	0
3430	Έχετε Καταλάβει πως το #ερχεται_ΠΟΥΤΣΑ το λέτε για τον δικό σας κωλο που ψηφίσατε ΣΥΡΙΖΑ με χέρι α και πόδια το 2015. Αν ισχύει και βγει τελικά ο Κουλης το ζαβό έρχεται όντως πουτσα ηλίθιοι! #Ευρωεκλογες2019 #ekloges2019 #ερχεται	1
7888	Ρε δώσε μια κάρτα στο μαλακισμενο να πάει στο διαολο #paofc	1
110	@USER Είσαι και αγράμματος. Ούτε ανάγνωση δε γνωρίζεις.	0
